manufacturer,model,year,engine_power,fuel_type,transmission,odometr,price,region,description,price_category
Chevrolet,Cobalt,2014.0,1.5,Gaz-benzin,Avtomat,227000,8300.0,Tashkent,"Kami bor
                                                    2014 yil,
                        
                                        1.5 l, Gaz-benzin, 227 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumanga qarsh…",middle
Kia,Seltos,2024.0,2.0,Benzin,Avtomat,5000,25000.0,Sirdarya,"Kami bor
                                                    2024 yil,
                        
                                        2 l, Benzin, 5 000 km, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Charm, Audiosistema, Kalitsiz kirish, Kondit…",high
Chevrolet,Matiz,2014.0,0.8,Benzin,Mexanika,180000,4050.0,Andijan,"2014 yil,
                        
                                        0.8 l, Benzin, 180 000 km, Hatchback, Uzatish qutisi Mexanika, Audiosistema, Moshina yurishlari yahshi ishi yoq. Kam h…",low
Chevrolet,Cobalt,2020.0,1.5,Benzin,Avtomat,62500,10900.0,Jizzakh,"2020 yil,
                        
                                        1.5 l, Benzin, 62 500 km, Mokriy asfalt, Sedan, Uzatish qutisi Avtomat, Lyuk, Yengil qotishmali disklar, Duga, Tonirov…",middle
Chevrolet,Spark,2018.0,1.3,Benzin,Mexanika,79000,7300.0,Fergana,"2018 yil,
                        
                                        1.3 l, Benzin, 79 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravlikali…",low
Chevrolet,Matiz,2008.0,0.8,Gaz-benzin,Mexanika,430000,2800.0,Tashkent,"2008 yil,
                        
                                        0.8 l, Gaz-benzin, 430 000 km, Ko'k-xavorang, Hatchback, Uzatish qutisi Mexanika, Audiosistema, Konditsioner, Probeg:…",low
Chevrolet,Cobalt,2020.0,1.5,Benzin,Mexanika,78000,10400.0,Tashkent,"2020 yil,
                        
                                        1.5 l, Benzin, 78 000 km, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Oyna isitgich, Audiosistema, Gidra…",middle
Chevrolet,Spark,2013.0,1.3,Benzin,Mexanika,128000,5800.0,Jizzakh,"2013 yil,
                        
                                        1.3 l, Benzin, 128 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravlikal…",low
VAZ,(Lada) 2106,1992.0,1.6,Gaz-benzin,Mexanika,183100,2200.0,Kashkadarya,"1992 yil,
                        
                                        1.6 l, Gaz-benzin, 183 100 km, Sedan, Uzatish qutisi Mexanika, мотор 011, вал 03 укороченные шатуны, масло не жрёт, КП…",low
Chevrolet,Nexia 2,2013.0,1.6,Gaz-benzin,Mexanika,352500,4400.0,Fergana,"2013 yil,
                        
                                        1.6 l, Gaz-benzin, 352 500 km, Sedan, Uzatish qutisi Mexanika, Audiosistema, Moshina ancha tetik matorda momo yo karop…",low
Chevrolet,Lacetti,2013.0,1.8,Benzin,Mexanika,175000,9100.0,Bukhara,"2013 yil,
                        
                                        1.8 l, Benzin, 175 000 km, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Oyna isitgich, Audiosistema, Gidr…",middle
Chevrolet,Gentra,2023.0,1.8,Benzin,Mexanika,2000,13095.0,Surkhandarya,"2023 yil,
                        
                                        1.8 l, Benzin, 2 000 km, Qora, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Oyna isitgich, Audiosistema,…",high
Chevrolet,Nexia 3,2023.0,1.5,Benzin,Avtomat,20150,11200.0,Tashkent,"2023 yil,
                        
                                        1.5 l, Benzin, 20 150 km, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tumanga qarshi chiroqlar, Oyna isi…",middle
Chevrolet,Spark,2017.0,1.3,Gaz-benzin,Mexanika,117000,6863.0,Tashkent,"2017 yil,
                        
                                        1.3 l, Gaz-benzin, 117 000 km, Qora, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, USB,…",low
Chevrolet,Spark,2017.0,1.3,Gaz-benzin,Mexanika,117000,6863.0,Tashkent,"2017 yil,
                        
                                        1.3 l, Gaz-benzin, 117 000 km, Qora, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, USB,…",low
Chevrolet,Cobalt,2024.0,1.5,Benzin,Avtomat,3100,14400.0,Tashkent,"2024 yil,
                        
                                        1.5 l, Benzin, 3 100 km, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumanga qarshi chiroqla…",high
VAZ,(Lada) 2106,1995.0,1.6,Benzin,Mexanika,25,2761.0,Sirdarya,"1995 yil,
                        
                                        1.6 l, Benzin, 25 km, Sedan, Uzatish qutisi Mexanika",low
Chevrolet,Matiz,2009.0,0.8,Gaz-benzin,Mexanika,240000,3800.0,Tashkent,"2009 yil,
                        
                                        0.8 l, Gaz-benzin, 240 000 km, Hatchback, Uzatish qutisi Mexanika, Audiosistema, Konditsioner, Мотор 100% зур Ходовой…",low
Chevrolet,Lacetti,2020.0,1.6,Benzin,Avtomat,26300,12500.0,Tashkent,"2020 yil,
                        
                                        1.6 l, Benzin, 26 300 km, Mokriy asfalt, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarsh…",high
Chevrolet,Matiz,2017.0,0.8,Gaz-benzin,Mexanika,376,4339.0,Tashkent,"Kami bor
                                                    2017 yil,
                        
                                        0.8 l, Gaz-benzin, 376 km, Oq, Hatchback, Uzatish qutisi Mexanika, Duga, Yengil qotishmali disklar, Audiosistema, Kond…",low
Chevrolet,Spark,2019.0,1.3,Benzin,Mexanika,75000,8000.0,Tashkent,"2019 yil,
                        
                                        1.3 l, Benzin, 75 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Duga, Tumanga qarshi chiroqlar, Audiosistema, Butun…",middle
JAC,J7,2022.0,1.5,Gaz-benzin,Avtomat,57000,16300.0,Tashkent,"2022 yil,
                        
                                        1.5 l, Gaz-benzin, 57 000 km, Oq, Uzatish qutisi Avtomat, 2022-2023 Moshina zor idyal jentrani puliga zor kamfort ogan…",high
Chevrolet,Nexia 3,2019.0,1.5,Gaz-benzin,Mexanika,30000,9500.0,Sirdarya,"2019 yil,
                        
                                        1.5 l, Gaz-benzin, 30 000 km, Jigar rang, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidr…",middle
Chevrolet,Spark,2022.0,1.3,Benzin,Mexanika,38000,9200.0,Tashkent,"2022 yil,
                        
                                        1.3 l, Benzin, 38 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Butun elektr…",middle
Chevrolet,Spark,2011.0,1.3,Gaz-benzin,Mexanika,192000,5800.0,Khorezm,"Kami bor
                                                    2011 yil,
                        
                                        1.3 l, Gaz-benzin, 192 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravl…",low
Chevrolet,Spark,2014.0,1.2,Benzin,Mexanika,122200,7500.0,,"2014 yil,
                        
                                        1.2 l, Benzin, 122 200 km, Oq, Hatchback, Uzatish qutisi Mexanika, Ҳолати аъло даражада. Ишга бориб келинган. Балонлар…",middle
Chevrolet,Damas,2022.0,0.8,Benzin,Mexanika,44500,7500.0,Khorezm,"2022 yil,
                        
                                        0.8 l, Benzin, 44 500 km, Oq, Sedan, Uzatish qutisi Mexanika, Bluetooth, Audiosistema, MP3, USB, O'rnatma telefon, Tex…",middle
Chevrolet,Matiz,2010.0,0.8,Benzin,Mexanika,155000,4417.0,Tashkent,"Kami bor
                                                    2010 yil,
                        
                                        0.8 l, Benzin, 155 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Pul sarflashning hojati yo'q, Matiz evro holati ide…",low
Chevrolet,Cobalt,2015.0,1.5,Benzin,Avtomat,200000,8800.0,Tashkent,"2015 yil,
                        
                                        1.5 l, Benzin, 200 000 km, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumanga qarshi chiroq…",middle
Chevrolet,Damas,2022.0,0.8,Benzin,Mexanika,44500,7500.0,Tashkent,"2022 yil,
                        
                                        0.8 l, Benzin, 44 500 km, Oq, Sedan, Uzatish qutisi Mexanika, Bluetooth, Audiosistema, MP3, USB, O'rnatma telefon, Tex…",middle
Chevrolet,Matiz,2010.0,0.8,Benzin,Mexanika,155000,4417.0,Tashkent,"Kami bor
                                                    2010 yil,
                        
                                        0.8 l, Benzin, 155 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Pul sarflashning hojati yo'q, Matiz evro holati ide…",low
Chevrolet,Cobalt,2015.0,1.5,Benzin,Avtomat,200000,8800.0,Navoi,"2015 yil,
                        
                                        1.5 l, Benzin, 200 000 km, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumanga qarshi chiroq…",middle
Chevrolet,Labo,2021.0,7.0,Gaz-benzin,Mexanika,22850,8700.0,Fergana,"Kami bor
                                                    2021 yil,
                        
                                        7 l, Gaz-benzin, 22 850 km, Pikup, Uzatish qutisi Mexanika, Мошина узимники узим хайдаганман Кушимча рисор Яхши оргина…",middle
FAW,Bestune,2022.0,2.0,Benzin,Avtomat,51900,26200.0,Navoi,"Kami bor
                                                    2022 yil,
                        
                                        2 l, Benzin, 51 900 km, Oq, Yo‘ltanlamas, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tom qopqog'i, Tonirovka,…",high
Chevrolet,Lacetti,2021.0,1.6,Gaz-benzin,Mexanika,84000,13800.0,Tashkent,"Kami bor
                                                    2021 yil,
                        
                                        1.6 l, Gaz-benzin, 84 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Yengil qotishmali disklar, Tonirovka, Spoyler, Shamo…",high
BMW,X6,2011.0,3.0,Benzin,Avtomat,108000,42000.0,Fergana,"Kami bor
                                                    2011 yil,
                        
                                        3 l, Benzin, 108 000 km, Kulrang, Krossover, Uzatish qutisi Avtomat, Самый чистый X6 E71 N55 в Узбекистане. Замена мас…",high
Chevrolet,Captiva,2018.0,2.4,Gaz-benzin,Avtomat,96000,19200.0,Tashkent,"2018 yil,
                        
                                        2.4 l, Gaz-benzin, 96 000 km, Oq, Krossover, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumanga qa…",high
Chevrolet,Damas,2022.0,0.8,Gaz-benzin,Mexanika,55000,7000.0,Sirdarya,"Kami bor
                                                    2022 yil,
                        
                                        0.8 l, Gaz-benzin, 55 000 km, Qaymoq rang, Sedan, Uzatish qutisi Mexanika, Tonirovka, Tumanga qarshi chiroqlar, Charm,…",low
Chevrolet,Spark,2013.0,1.3,Gaz-benzin,Mexanika,189000,6000.0,Sirdarya,"Kami bor
                                                    2013 yil,
                        
                                        1.3 l, Gaz-benzin, 189 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, O'rnatm…",low
Chevrolet,Gentra,2021.0,1.6,Benzin,Avtomat,30800,13100.0,Tashkent,"Kami bor
                                                    2021 yil,
                        
                                        1.6 l, Benzin, 30 800 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiroqlar…",high
Daewoo,Nexia,2007.0,1.2,Gaz-benzin,Mexanika,250000,4700.0,Tashkent,"Kami bor
                                                    2007 yil,
                        
                                        1.2 l, Gaz-benzin, 250 000 km, Sedan, Uzatish qutisi Mexanika, sons tarmblyor polluyks zanglari olingan udari yoq",low
Chevrolet,Cobalt,2020.0,1.5,Benzin,Avtomat,62500,10900.0,Jizzakh,"2020 yil,
                        
                                        1.5 l, Benzin, 62 500 km, Mokriy asfalt, Sedan, Uzatish qutisi Avtomat, Lyuk, Yengil qotishmali disklar, Duga, Tonirov…",middle
Chevrolet,Spark,2018.0,1.3,Benzin,Mexanika,79000,7300.0,Tashkent,"2018 yil,
                        
                                        1.3 l, Benzin, 79 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravlikali…",low
Chevrolet,Matiz,2008.0,0.8,Gaz-benzin,Mexanika,430000,2800.0,Tashkent,"2008 yil,
                        
                                        0.8 l, Gaz-benzin, 430 000 km, Ko'k-xavorang, Hatchback, Uzatish qutisi Mexanika, Audiosistema, Konditsioner, Probeg:…",low
Chevrolet,Cobalt,2020.0,1.5,Benzin,Mexanika,78000,10400.0,Tashkent,"2020 yil,
                        
                                        1.5 l, Benzin, 78 000 km, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Oyna isitgich, Audiosistema, Gidra…",middle
Chevrolet,Spark,2013.0,1.3,Benzin,Mexanika,128000,5800.0,Tashkent,"2013 yil,
                        
                                        1.3 l, Benzin, 128 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravlikal…",low
VAZ,(Lada) 2106,1992.0,1.6,Gaz-benzin,Mexanika,183100,2200.0,Kashkadarya,"1992 yil,
                        
                                        1.6 l, Gaz-benzin, 183 100 km, Sedan, Uzatish qutisi Mexanika, мотор 011, вал 03 укороченные шатуны, масло не жрёт, КП…",low
Chevrolet,Nexia 2,2013.0,1.6,Gaz-benzin,Mexanika,352500,4400.0,Andijan,"2013 yil,
                        
                                        1.6 l, Gaz-benzin, 352 500 km, Sedan, Uzatish qutisi Mexanika, Audiosistema, Moshina ancha tetik matorda momo yo karop…",low
Chevrolet,Lacetti,2013.0,1.8,Benzin,Mexanika,175000,9100.0,Surkhandarya,"2013 yil,
                        
                                        1.8 l, Benzin, 175 000 km, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Oyna isitgich, Audiosistema, Gidr…",middle
Chevrolet,Gentra,2023.0,1.8,Benzin,Mexanika,2000,13095.0,Tashkent,"2023 yil,
                        
                                        1.8 l, Benzin, 2 000 km, Qora, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Oyna isitgich, Audiosistema,…",high
Chevrolet,Nexia 3,2023.0,1.5,Benzin,Avtomat,20150,11200.0,Khorezm,"2023 yil,
                        
                                        1.5 l, Benzin, 20 150 km, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tumanga qarshi chiroqlar, Oyna isi…",middle
Chevrolet,Spark,2017.0,1.3,Gaz-benzin,Mexanika,117000,6863.0,Surkhandarya,"2017 yil,
                        
                                        1.3 l, Gaz-benzin, 117 000 km, Qora, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, USB,…",low
Chevrolet,Cobalt,2024.0,1.5,Benzin,Avtomat,3100,14400.0,Tashkent,"2024 yil,
                        
                                        1.5 l, Benzin, 3 100 km, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumanga qarshi chiroqla…",high
VAZ,(Lada) 2106,1995.0,1.6,Benzin,Mexanika,25,2761.0,Tashkent,"1995 yil,
                        
                                        1.6 l, Benzin, 25 km, Sedan, Uzatish qutisi Mexanika",low
Chevrolet,Matiz,2009.0,0.8,Gaz-benzin,Mexanika,240000,3800.0,Andijan,"2009 yil,
                        
                                        0.8 l, Gaz-benzin, 240 000 km, Hatchback, Uzatish qutisi Mexanika, Audiosistema, Konditsioner, Мотор 100% зур Ходовой…",low
Chevrolet,Lacetti,2020.0,1.6,Benzin,Avtomat,26300,12500.0,Tashkent,"2020 yil,
                        
                                        1.6 l, Benzin, 26 300 km, Mokriy asfalt, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarsh…",high
Chevrolet,Matiz,2017.0,0.8,Gaz-benzin,Mexanika,376,4339.0,Tashkent,"Kami bor
                                                    2017 yil,
                        
                                        0.8 l, Gaz-benzin, 376 km, Oq, Hatchback, Uzatish qutisi Mexanika, Duga, Yengil qotishmali disklar, Audiosistema, Kond…",low
Chevrolet,Spark,2019.0,1.3,Benzin,Mexanika,75000,8000.0,Tashkent,"2019 yil,
                        
                                        1.3 l, Benzin, 75 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Duga, Tumanga qarshi chiroqlar, Audiosistema, Butun…",middle
JAC,J7,2022.0,1.5,Gaz-benzin,Avtomat,57000,16300.0,Tashkent,"2022 yil,
                        
                                        1.5 l, Gaz-benzin, 57 000 km, Oq, Uzatish qutisi Avtomat, 2022-2023 Moshina zor idyal jentrani puliga zor kamfort ogan…",high
Chevrolet,Nexia 3,2019.0,1.5,Gaz-benzin,Mexanika,30000,9500.0,Tashkent,"2019 yil,
                        
                                        1.5 l, Gaz-benzin, 30 000 km, Jigar rang, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidr…",middle
Chevrolet,Spark,2022.0,1.3,Benzin,Mexanika,38000,9200.0,Tashkent,"2022 yil,
                        
                                        1.3 l, Benzin, 38 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Butun elektr…",middle
Chevrolet,Spark,2011.0,1.3,Gaz-benzin,Mexanika,192000,5800.0,Sirdarya,"Kami bor
                                                    2011 yil,
                        
                                        1.3 l, Gaz-benzin, 192 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Gidravl…",low
Chevrolet,Spark,2014.0,1.2,Benzin,Mexanika,122200,7500.0,Tashkent,"2014 yil,
                        
                                        1.2 l, Benzin, 122 200 km, Oq, Hatchback, Uzatish qutisi Mexanika, Ҳолати аъло даражада. Ишга бориб келинган. Балонлар…",middle
Chevrolet,Damas,2022.0,0.8,Benzin,Mexanika,44500,7500.0,Namangan,"2022 yil,
                        
                                        0.8 l, Benzin, 44 500 km, Oq, Sedan, Uzatish qutisi Mexanika, Bluetooth, Audiosistema, MP3, USB, O'rnatma telefon, Tex…",middle
Chevrolet,Matiz,2010.0,0.8,Benzin,Mexanika,155000,4417.0,Tashkent,"Kami bor
                                                    2010 yil,
                        
                                        0.8 l, Benzin, 155 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Pul sarflashning hojati yo'q, Matiz evro holati ide…",low
Chevrolet,Matiz,2010.0,0.8,Benzin,Mexanika,155000,4417.0,Andijan,"Kami bor
                                                    2010 yil,
                        
                                        0.8 l, Benzin, 155 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Pul sarflashning hojati yo'q, Matiz evro holati ide…",low
Chevrolet,Cobalt,2015.0,1.5,Benzin,Avtomat,200000,8800.0,Bukhara,"2015 yil,
                        
                                        1.5 l, Benzin, 200 000 km, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumanga qarshi chiroq…",middle
Chevrolet,Labo,2021.0,7.0,Gaz-benzin,Mexanika,22850,8700.0,Kashkadarya,"Kami bor
                                                    2021 yil,
                        
                                        7 l, Gaz-benzin, 22 850 km, Pikup, Uzatish qutisi Mexanika, Мошина узимники узим хайдаганман Кушимча рисор Яхши оргина…",middle
FAW,Bestune,2022.0,2.0,Benzin,Avtomat,51900,26200.0,Khorezm,"Kami bor
                                                    2022 yil,
                        
                                        2 l, Benzin, 51 900 km, Oq, Yo‘ltanlamas, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tom qopqog'i, Tonirovka,…",high
Chevrolet,Lacetti,2021.0,1.6,Gaz-benzin,Mexanika,84000,13800.0,Samarkand,"Kami bor
                                                    2021 yil,
                        
                                        1.6 l, Gaz-benzin, 84 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Yengil qotishmali disklar, Tonirovka, Spoyler, Shamo…",high
BMW,X6,2011.0,3.0,Benzin,Avtomat,108000,42000.0,Surkhandarya,"Kami bor
                                                    2011 yil,
                        
                                        3 l, Benzin, 108 000 km, Kulrang, Krossover, Uzatish qutisi Avtomat, Самый чистый X6 E71 N55 в Узбекистане. Замена мас…",high
Chevrolet,Captiva,2018.0,2.4,Gaz-benzin,Avtomat,96000,19200.0,Tashkent,"2018 yil,
                        
                                        2.4 l, Gaz-benzin, 96 000 km, Oq, Krossover, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumanga qa…",high
Chevrolet,Damas,2022.0,0.8,Gaz-benzin,Mexanika,55000,7000.0,Tashkent,"Kami bor
                                                    2022 yil,
                        
                                        0.8 l, Gaz-benzin, 55 000 km, Qaymoq rang, Sedan, Uzatish qutisi Mexanika, Tonirovka, Tumanga qarshi chiroqlar, Charm,…",low
Chevrolet,Spark,2013.0,1.3,Gaz-benzin,Mexanika,189000,6000.0,Sirdarya,"Kami bor
                                                    2013 yil,
                        
                                        1.3 l, Gaz-benzin, 189 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, O'rnatm…",low
Chevrolet,Gentra,2021.0,1.6,Benzin,Avtomat,30800,13100.0,Tashkent,"Kami bor
                                                    2021 yil,
                        
                                        1.6 l, Benzin, 30 800 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiroqlar…",high
Daewoo,Nexia,2007.0,1.2,Gaz-benzin,Mexanika,250000,4700.0,Samarkand,"Kami bor
                                                    2007 yil,
                        
                                        1.2 l, Gaz-benzin, 250 000 km, Sedan, Uzatish qutisi Mexanika, sons tarmblyor polluyks zanglari olingan udari yoq",low
Chevrolet,Nexia 2,2009.0,1.5,Gaz-benzin,Mexanika,150000,5200.0,Khorezm,"2009 yil,
                        
                                        1.5 l, Gaz-benzin, 150 000 km, Kumush rang, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Audiosistema, Ma…",low
Chevrolet,Matiz,2011.0,1.0,Gaz-benzin,Mexanika,396000,3944.0,Tashkent,"Kami bor
                                                    2011 yil,
                        
                                        1 l, Gaz-benzin, 396 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Yengil qotishmali disklar, Duga, Tumanga qarshi c…",low
Chevrolet,Nexia 3,2017.0,1.5,Benzin,Avtomat,79000,8800.0,Andijan,"2017 yil,
                        
                                        1.5 l, Benzin, 79 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Oyna isitgich, Tumanga qarshi…",middle
Mercedes-Benz,GLS 500,2023.0,3.0,Benzin,Avtomat,20,148000.0,Tashkent,"2023 yil,
                        
                                        3 l, Benzin, 20 km, Oq, Yo‘ltanlamas, Uzatish qutisi Avtomat, Новый Mercedes-Benz GLS 450 Официальныи дилер Mercedes-B…",high
Chevrolet,Cobalt,2020.0,1.5,Benzin,Mexanika,172000,10500.0,Tashkent,"2020 yil,
                        
                                        1.5 l, Benzin, 172 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Oyna isitgich, Audiosistema,…",middle
Chevrolet,Cobalt,2022.0,1.5,Benzin,Avtomat,44000,12000.0,Surkhandarya,"2022 yil,
                        
                                        1.5 l, Benzin, 44 000 km, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Duga, Tumanga qarshi chiroql…",high
Chevrolet,Gentra,2023.0,1.6,Benzin,Avtomat,7000,16500.0,Tashkent,"2023 yil,
                        
                                        1.6 l, Benzin, 7 000 km, Qora, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tonirovka, Lyuk, Xrustal opti…",high
Chevrolet,Gentra,2019.0,1.6,Gaz-benzin,Avtomat,80700,11800.0,Namangan,"2019 yil,
                        
                                        1.6 l, Gaz-benzin, 80 700 km, Oq, Sedan, Uzatish qutisi Avtomat, Tonirovka, Lyuk, Yengil qotishmali disklar, Tumanga q…",high
Chevrolet,Cobalt,2015.0,1.5,Benzin,Avtomat,210000,9466.0,Bukhara,"Kami bor
                                                    2015 yil,
                        
                                        1.5 l, Benzin, 210 000 km, Sedan, Uzatish qutisi Avtomat, Ksenon, Biksenon, Tumanga qarshi chiroqlar, Audiosistema, AB…",middle
Chevrolet,Nexia 3,2017.0,1.5,Gaz-benzin,Mexanika,138000,7500.0,Tashkent,"2017 yil,
                        
                                        1.5 l, Gaz-benzin, 138 000 km, Oq, Sedan, Uzatish qutisi Mexanika, Tumanga qarshi chiroqlar, Oyna isitgich, Audiosiste…",middle
Chevrolet,Spark,2018.0,1.3,Benzin,Avtomat,52000,8000.0,Khorezm,"2018 yil,
                        
                                        1.3 l, Benzin, 52 000 km, Hatchback, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Tumanga qarshi chiroqlar, Audi…",middle
Daewoo,Matiz,2009.0,0.8,Benzin,Mexanika,255000,3800.0,Khorezm,"2009 yil,
                        
                                        0.8 l, Benzin, 255 000 km, Kulrang, Hatchback, Uzatish qutisi Mexanika, Audiosistema, Konditsioner, Матиз Бест 2009 бе…",low
Chevrolet,Gentra,2020.0,1.6,Benzin,Avtomat,51,13300.0,Tashkent,"2020 yil,
                        
                                        1.6 l, Benzin, 51 km, Sedan, Uzatish qutisi Avtomat, Yengil qotishmali disklar, Lyuk, Tumanga qarshi chiroqlar, Oyna i…",high
Chevrolet,Nexia 3,2019.0,1.4,Benzin,Mexanika,47690,8800.0,Tashkent,"Kami bor
                                                    2019 yil,
                        
                                        1.4 l, Benzin, 47 690 km, Oq, Sedan, Uzatish qutisi Mexanika, Shamolto'sgichlar, Yukxona, Tashqi chiroq proborlari, Tu…",middle
Chevrolet,Gentra,2022.0,1.6,Benzin,Avtomat,49000,14400.0,Navoi,"2022 yil,
                        
                                        1.6 l, Benzin, 49 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Lyuk, Yengil qotishmali disklar, Tumanga qarshi chiroqlar…",high
Chevrolet,Gentra,2022.0,1.6,Benzin,Avtomat,49000,14400.0,Andijan,"2022 yil,
                        
                                        1.6 l, Benzin, 49 000 km, Oq, Sedan, Uzatish qutisi Avtomat, Lyuk, Yengil qotishmali disklar, Tumanga qarshi chiroqlar…",high
Chevrolet,Equinox,2021.0,2.0,Gaz-benzin,Avtomat,53000,28100.0,Tashkent,"Kami bor
                                                    2021 yil,
                        
                                        2 l, Gaz-benzin, 53 000 km, Qora, Krossover, Uzatish qutisi Avtomat, Farkop, Tom qopqog'i, Tonirovka, Lyuk, Tumanga qa…",high
Chevrolet,Cobalt,2013.0,1.5,Gaz-benzin,Mexanika,330000,7400.0,Tashkent,"Kami bor
                                                    2013 yil,
                        
                                        1.5 l, Gaz-benzin, 330 000 km, Mokriy asfalt, Sedan, Uzatish qutisi Mexanika, Oyna isitgich, Audiosistema, Gidravlikal…",middle
Chevrolet,Spark,2019.0,1.3,Benzin,Mexanika,64000,7500.0,Fergana,"2019 yil,
                        
                                        1.3 l, Benzin, 64 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Yengil qotishmali disklar, Tonirovka, 1. Spark 2019…",middle
Chevrolet,Matiz,2017.0,0.8,Gaz-benzin,Mexanika,206000,4500.0,Fergana,"Kami bor
                                                    2017 yil,
                        
                                        0.8 l, Gaz-benzin, 206 000 km, Oq, Hatchback, Uzatish qutisi Mexanika, Audiosistema, Konditsioner, Pul sarflashning ho…",low
Mercedes-Benz,Sprinter,2010.0,1.8,Gaz-benzin,Avtomat,425000,25000.0,Tashkent,"Kami bor
                                                    2010 yil,
                        
                                        1.8 l, Gaz-benzin, 425 000 km, Miniven, Uzatish qutisi Avtomat, Йўқ",high
Chery,Tiggo 8,2023.0,1.6,Gaz-benzin,Avtomat,34700,25000.0,Navoi,"2023 yil,
                        
                                        1.6 l, Gaz-benzin, 34 700 km, Uzatish qutisi Avtomat, Probeg: 34000km Propan: ruxsat bor Benzin: 92, 95 quyilgan Salon…",high
